# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "7" "-s" "2" "-p" "-a" "data/Homo_sapiens.GRCh38.111.gtf" "-o" "counts/featureCounts.txt" "alignment/SRR28420795.sorted.bam" "alignment/SRR28420796.sorted.bam" "alignment/SRR28420797.sorted.bam" "alignment/SRR28420798.sorted.bam" 
Geneid	alignment/SRR28420795.sorted.bam	alignment/SRR28420796.sorted.bam	alignment/SRR28420797.sorted.bam	alignment/SRR28420798.sorted.bam
ENSG00000260989	0	0	0	0
ENSG00000260954	0	2	7	7
ENSG00000167972	5388	4876	1161	1063
ENSG00000280231	1	0	1	2
ENSG00000260379	0	0	0	0
ENSG00000267795	0	2	0	0
ENSG00000286901	0	0	0	0
ENSG00000282907	0	0	0	0
ENSG00000261319	0	0	4	0
ENSG00000261394	0	0	0	0
ENSG00000260022	0	0	0	0
ENSG00000226890	0	0	0	0
ENSG00000261066	0	0	0	0
ENSG00000261442	0	0	0	0
ENSG00000234769	19	25	49	34
ENSG00000131634	0	1	0	2
ENSG00000168096	543	548	391	436
ENSG00000260242	0	0	0	0
ENSG00000059145	609	523	610	676
ENSG00000242173	3	13	0	0
ENSG00000260058	0	0	0	0
ENSG00000278434	0	4	1	2
ENSG00000187535	1334	1245	666	605
ENSG00000275056	3	6	3	9
ENSG00000261789	0	0	0	0
ENSG00000280062	0	0	0	0
ENSG00000140632	2804	2879	2075	2428
ENSG00000260289	0	0	1	4
ENSG00000286849	4	0	0	0
ENSG00000267077	4	0	0	0
ENSG00000260723	0	0	0	0
ENSG00000260003	0	0	0	0
ENSG00000260342	0	0	0	0
ENSG00000261555	0	0	0	0
ENSG00000263159	0	0	0	0
ENSG00000089486	1306	1150	644	629
ENSG00000103489	371	484	0	0
ENSG00000162104	1077	1143	2366	2203
ENSG00000262516	0	0	0	0
ENSG00000103199	338	272	181	165
ENSG00000287522	0	0	0	0
ENSG00000275927	0	0	0	0
ENSG00000261090	0	0	0	0
ENSG00000260017	0	0	0	0
ENSG00000262185	16	24	79	84
ENSG00000283213	0	0	0	0
ENSG00000261612	0	1	1	0
ENSG00000182601	0	0	0	0
ENSG00000278979	0	0	0	0
ENSG00000103534	352	299	131	164
ENSG00000005339	3629	3237	2375	2691
ENSG00000285869	0	0	0	0
ENSG00000134419	1092	1312	705	782
ENSG00000228071	10	8	2	8
ENSG00000260601	1	0	0	0
ENSG00000260071	0	0	0	0
ENSG00000260316	0	1	0	0
ENSG00000261075	0	0	0	0
ENSG00000076344	181	152	0	0
ENSG00000168447	0	0	0	0
ENSG00000262801	0	0	0	0
ENSG00000102858	1965	1536	1430	1550
ENSG00000103528	34	30	108	64
ENSG00000166828	0	0	0	0
ENSG00000285952	0	0	0	0
ENSG00000262267	0	0	0	0
ENSG00000261448	0	0	0	0
ENSG00000260690	0	0	0	0
ENSG00000122254	0	0	0	0
ENSG00000231876	0	0	0	0
ENSG00000170537	376	397	229	281
ENSG00000090905	3526	3827	2012	2439
ENSG00000048471	347	358	697	446
ENSG00000058600	2440	1996	1181	1356
ENSG00000259929	0	0	0	0
ENSG00000260580	0	0	0	0
ENSG00000153443	901	756	586	535
ENSG00000285613	0	0	0	0
ENSG00000260741	0	0	0	0
ENSG00000259871	0	0	0	0
ENSG00000261397	0	0	0	0
ENSG00000279410	0	0	0	0
ENSG00000260681	2	0	0	1
ENSG00000259925	0	0	0	0
ENSG00000170540	7442	7369	4654	6152
ENSG00000261636	0	0	0	0
ENSG00000280283	0	0	0	0
ENSG00000261465	6	4	0	2
ENSG00000261617	0	2	0	0
ENSG00000261482	0	0	0	0
ENSG00000260934	0	0	0	4
ENSG00000260087	0	0	0	0
ENSG00000266994	0	1	0	1
ENSG00000280400	0	0	0	0
ENSG00000283110	0	0	0	0
ENSG00000278389	2	8	2	1
ENSG00000286790	0	0	0	0
ENSG00000279165	0	0	0	0
ENSG00000261759	0	0	2	0
ENSG00000283065	0	0	0	0
ENSG00000261486	0	0	0	0
ENSG00000259996	0	0	0	0
ENSG00000260846	0	0	0	0
ENSG00000260680	0	0	0	0
ENSG00000260611	0	0	0	0
ENSG00000259979	0	0	0	0
ENSG00000261752	0	0	0	0
ENSG00000261009	0	0	0	0
ENSG00000259987	0	0	0	0
ENSG00000260522	0	0	0	0
ENSG00000261053	0	0	0	0
ENSG00000261445	0	0	0	0
ENSG00000259990	0	0	0	0
ENSG00000261461	22	7	24	30
ENSG00000260958	0	0	0	0
ENSG00000260967	0	0	0	0
ENSG00000262885	0	0	0	0
ENSG00000179755	0	0	0	0
ENSG00000261800	0	0	0	0
ENSG00000260207	0	0	0	0
ENSG00000171208	2890	2886	8	10
ENSG00000262561	0	0	0	0
ENSG00000261084	0	0	0	0
ENSG00000261350	0	0	0	0
ENSG00000260281	4	0	1	0
ENSG00000196470	1385	969	467	482
ENSG00000067365	603	525	288	290
ENSG00000261440	0	0	0	0
ENSG00000261507	0	0	0	0
ENSG00000205452	0	0	0	0
ENSG00000287905	0	0	0	0
ENSG00000261608	0	0	0	0
ENSG00000262011	0	0	0	0
ENSG00000260994	0	0	0	0
ENSG00000287353	0	0	0	0
ENSG00000260675	0	1	0	0
ENSG00000260857	0	0	0	0
ENSG00000260427	0	0	0	0
ENSG00000260724	0	0	0	0
ENSG00000278138	0	0	0	0
ENSG00000261470	0	0	0	0
ENSG00000260590	0	0	0	0
ENSG00000279415	1	4	0	0
ENSG00000278681	0	0	0	0
ENSG00000198555	0	0	0	0
ENSG00000261557	10	0	8	14
ENSG00000261427	0	0	0	0
ENSG00000261197	0	0	0	0
ENSG00000261217	0	0	0	0
ENSG00000261122	0	4	0	0
ENSG00000228480	0	0	0	0
ENSG00000287448	0	0	0	0
ENSG00000260605	0	0	0	0
ENSG00000261130	0	0	0	0
ENSG00000260126	0	0	0	0
ENSG00000280067	0	2	0	5
ENSG00000282973	0	0	0	0
ENSG00000282946	0	0	0	0
ENSG00000216671	0	0	0	0
ENSG00000103485	331	358	35	29
ENSG00000260809	0	0	0	3
ENSG00000261782	0	0	0	0
ENSG00000260352	0	8	3	0
ENSG00000261566	0	0	0	0
ENSG00000260975	0	0	0	0
ENSG00000260598	0	0	0	0
ENSG00000280180	0	0	0	0
ENSG00000261637	0	0	0	0
ENSG00000261620	7	2	2	5
ENSG00000260184	0	0	0	0
ENSG00000260854	0	0	0	0
ENSG00000260984	0	0	0	0
ENSG00000260405	0	0	0	0
ENSG00000262235	0	0	0	0
ENSG00000260746	0	0	0	0
ENSG00000261046	0	0	0	0
ENSG00000256642	0	0	0	0
ENSG00000102910	2225	2307	1756	1754
ENSG00000280265	0	0	0	0
ENSG00000286712	0	0	0	0
ENSG00000279620	0	0	0	0
ENSG00000261231	0	4	2	4
ENSG00000259897	0	0	0	0
ENSG00000260134	0	0	0	0
ENSG00000260480	0	0	0	0
ENSG00000279779	0	0	0	0
ENSG00000260073	0	0	0	0
ENSG00000261802	0	0	0	0
ENSG00000239840	0	0	0	0
ENSG00000260033	0	0	0	0
ENSG00000230330	46	28	38	39
ENSG00000156968	51	32	0	1
ENSG00000260620	0	0	0	0
ENSG00000287163	0	0	0	0
ENSG00000261398	0	0	0	0
ENSG00000260153	0	0	0	0
ENSG00000261267	0	0	0	0
ENSG00000260291	0	0	0	0
ENSG00000260478	0	0	0	0
ENSG00000261045	0	2	0	0
ENSG00000102921	1565	1423	1084	1354
ENSG00000260566	0	0	0	0
ENSG00000285882	0	0	0	0
ENSG00000279509	0	0	0	0
ENSG00000279729	0	0	0	0
ENSG00000260688	0	0	0	0
ENSG00000259836	0	0	0	0
ENSG00000129636	2199	2299	1683	1949
ENSG00000261689	0	0	0	0
ENSG00000102900	2797	2584	1577	1649
ENSG00000279666	0	0	0	0
ENSG00000261274	0	0	0	0
ENSG00000150394	4	3	0	0
ENSG00000261515	0	0	0	0
ENSG00000167186	307	406	265	332
ENSG00000169181	14	22	0	0
ENSG00000286357	0	0	0	0
ENSG00000259841	0	0	0	0
ENSG00000279747	0	1	0	2
ENSG00000260268	0	0	0	0
ENSG00000240793	1	0	0	0
ENSG00000122299	2402	2223	1575	1733
ENSG00000261748	0	0	0	0
ENSG00000259819	0	0	0	0
ENSG00000087245	4094	4300	35	9
ENSG00000249231	0	0	0	0
ENSG00000159398	0	0	0	0
ENSG00000237140	0	0	0	0
ENSG00000261357	0	0	6	2
ENSG00000279030	0	0	0	0
ENSG00000261047	0	0	0	0
ENSG00000261590	0	0	0	0
ENSG00000260255	0	0	0	0
ENSG00000260744	0	0	0	0
ENSG00000261210	0	0	0	0
ENSG00000260341	0	0	0	0
ENSG00000261178	0	0	0	0
ENSG00000102970	0	0	0	0
ENSG00000259940	4	3	12	2
ENSG00000260012	0	0	0	0
ENSG00000260600	0	0	0	0
ENSG00000261742	0	0	0	0
ENSG00000283304	0	0	0	0
ENSG00000261234	0	0	0	0
ENSG00000166246	11	10	8	4
ENSG00000261299	0	0	0	0
ENSG00000279490	0	0	0	0
ENSG00000285800	0	0	0	0
ENSG00000260347	0	0	0	0
ENSG00000260430	10	8	2	2
ENSG00000259912	0	0	0	0
ENSG00000272545	0	0	0	0
ENSG00000260004	0	0	0	0
ENSG00000007545	711	613	496	423
ENSG00000261028	0	0	0	0
ENSG00000006007	1928	2004	2107	1947
ENSG00000243609	0	0	0	0
ENSG00000102962	0	0	0	2
ENSG00000256812	0	0	0	0
ENSG00000261014	0	0	0	0
ENSG00000261190	0	0	0	0
ENSG00000260068	0	0	0	0
ENSG00000278499	0	0	0	0
ENSG00000263207	0	0	0	0
ENSG00000260052	0	0	1	1
ENSG00000260450	0	0	0	0
ENSG00000274508	0	0	0	0
ENSG00000244043	0	0	0	0
ENSG00000260364	0	0	0	2
ENSG00000260818	0	0	0	0
ENSG00000260345	0	0	0	0
ENSG00000261502	0	0	0	0
ENSG00000261807	0	0	0	0
ENSG00000241808	0	0	0	0
ENSG00000285775	0	0	0	0
ENSG00000135720	4134	4902	2775	3081
ENSG00000260887	0	0	0	0
ENSG00000258779	0	0	0	0
ENSG00000103460	2	4	2	0
ENSG00000261261	0	0	0	0
ENSG00000260695	0	0	0	0
ENSG00000141076	4163	3934	1859	2133
ENSG00000261707	0	0	0	0
ENSG00000240760	0	0	0	0
ENSG00000260668	60	72	13	14
ENSG00000261404	2	1	0	0
ENSG00000087253	390	434	471	593
ENSG00000231589	0	0	0	0
ENSG00000259847	0	0	0	0
ENSG00000168928	0	0	0	0
ENSG00000280092	0	0	0	0
ENSG00000103089	10	3	0	6
ENSG00000261278	0	0	0	0
ENSG00000277770	0	0	0	0
ENSG00000213318	0	0	0	0
ENSG00000261376	0	0	0	0
ENSG00000261749	0	0	0	0
ENSG00000285538	0	0	0	0
ENSG00000260135	0	0	0	0
ENSG00000261154	0	0	0	0
ENSG00000260223	0	0	0	0
ENSG00000286845	0	0	0	0
ENSG00000261144	0	0	0	0
ENSG00000259791	0	0	0	0
ENSG00000261227	0	0	0	0
ENSG00000261774	0	0	0	0
ENSG00000261436	0	0	0	0
ENSG00000259283	0	0	0	0
ENSG00000271009	5	8	1	7
ENSG00000244485	0	0	0	0
ENSG00000118557	23	41	18	13
ENSG00000260922	7	12	0	0
ENSG00000171724	6	21	71	36
ENSG00000178573	1	4	4	5
ENSG00000269986	0	0	0	0
ENSG00000103047	863	760	443	466
ENSG00000260726	0	0	0	0
ENSG00000259873	0	0	0	0
ENSG00000279427	0	0	0	0
ENSG00000272330	0	0	0	0
ENSG00000152910	0	0	0	0
ENSG00000261764	0	0	0	0
ENSG00000260393	0	0	0	0
ENSG00000259209	12	24	8	2
ENSG00000278926	0	0	0	0
ENSG00000088682	2382	2063	1070	948
ENSG00000260858	0	0	0	0
ENSG00000261743	0	0	0	0
ENSG00000070761	1041	966	934	1062
ENSG00000278862	0	0	0	0
ENSG00000261673	0	1	0	0
ENSG00000260983	0	0	0	0
ENSG00000131153	517	497	496	711
ENSG00000168925	0	0	0	0
ENSG00000260848	0	0	0	0
ENSG00000260706	0	0	0	0
ENSG00000135736	340	426	285	332
ENSG00000260332	0	0	0	0
ENSG00000260896	0	0	0	0
ENSG00000259846	0	0	0	0
ENSG00000268754	0	0	0	0
ENSG00000279120	0	0	0	0
ENSG00000261997	11	7	2	6
ENSG00000234337	19	38	24	34
ENSG00000176692	3	0	2	0
ENSG00000259817	0	0	0	0
ENSG00000279591	0	0	0	0
ENSG00000050820	6969	7707	4576	4540
ENSG00000205078	10	12	10	11
ENSG00000286841	0	0	0	0
ENSG00000277214	0	0	0	0
ENSG00000260750	0	0	0	0
ENSG00000283423	0	0	0	0
ENSG00000131149	2154	2077	1146	1084
ENSG00000260737	0	0	0	2
ENSG00000261243	0	0	2	0
ENSG00000279142	0	0	0	0
ENSG00000260795	0	0	1	0
ENSG00000103111	1580	1322	1023	1069
ENSG00000270020	0	0	33	19
ENSG00000184939	2037	1938	562	565
ENSG00000279757	0	0	0	1
ENSG00000103175	0	0	0	0
ENSG00000260466	2	1	0	0
ENSG00000287010	0	0	0	0
ENSG00000261458	0	0	0	0
ENSG00000280278	0	1	0	2
ENSG00000261286	69	41	229	145
ENSG00000278058	0	0	0	0
ENSG00000261161	0	0	0	4
ENSG00000268473	0	0	0	0
ENSG00000140948	1367	1445	946	1054
ENSG00000260671	11	12	5	7
ENSG00000259989	0	0	0	0
ENSG00000260177	0	0	0	2
ENSG00000261273	1	0	0	0
ENSG00000277504	0	0	0	0
ENSG00000135686	1110	1084	1020	1166
ENSG00000168404	10	9	678	692
ENSG00000261363	0	0	0	0
ENSG00000260387	0	0	0	0
ENSG00000261175	0	0	41	39
ENSG00000005194	1647	1648	1157	1359
ENSG00000154118	10	22	0	2
ENSG00000270945	0	0	0	0
ENSG00000140937	3091	4377	6822	8652
ENSG00000140950	873	781	2700	1987
ENSG00000103091	1008	1049	757	608
ENSG00000103248	517	487	542	558
ENSG00000232190	0	0	0	0
ENSG00000243697	0	0	0	0
ENSG00000287161	0	0	0	2
ENSG00000103257	40571	29587	25416	13885
ENSG00000269935	0	0	0	0
ENSG00000104731	1495	1341	893	901
ENSG00000261653	0	0	0	0
ENSG00000270124	0	0	0	0
ENSG00000261058	0	0	0	0
ENSG00000274478	0	0	2	0
ENSG00000168589	0	0	2	2
ENSG00000259867	0	0	8	6
ENSG00000269826	25	10	0	0
ENSG00000286221	0	0	0	0
ENSG00000159618	0	0	4	0
ENSG00000103335	8576	8640	7355	8833
ENSG00000260876	0	0	0	0
ENSG00000260530	0	0	0	0
ENSG00000168367	0	0	0	0
ENSG00000260026	0	0	0	0
ENSG00000261285	0	0	0	0
ENSG00000260880	0	0	0	0
ENSG00000260115	0	0	0	0
ENSG00000226180	14	22	17	16
ENSG00000278893	1	4	4	2
ENSG00000268532	0	0	0	0
ENSG00000247033	0	2	1	0
ENSG00000278716	0	0	0	0
ENSG00000284670	0	0	0	0
ENSG00000260715	0	0	0	0
ENSG00000261199	0	0	0	0
ENSG00000270222	0	0	0	0
ENSG00000273659	0	0	0	0
ENSG00000261063	0	2	0	0
ENSG00000006210	54	28	235	340
ENSG00000259999	0	0	0	0
ENSG00000286653	0	0	0	0
ENSG00000261818	0	0	0	0
ENSG00000260183	0	0	0	0
ENSG00000260594	0	0	0	0
ENSG00000153774	876	910	1111	986
ENSG00000250514	0	0	0	0
ENSG00000245768	0	2	0	0
ENSG00000260417	0	0	0	0
ENSG00000140876	55	58	46	9
ENSG00000260504	0	0	0	0
ENSG00000284675	0	0	0	0
ENSG00000280261	0	0	0	0
ENSG00000176678	6	0	2	0
ENSG00000184517	515	448	222	239
ENSG00000140836	1124	1273	742	908
ENSG00000259995	0	0	0	0
ENSG00000226348	2	0	0	0
ENSG00000168411	3140	2996	2005	2611
ENSG00000261783	0	0	4	1
ENSG00000260797	0	0	0	0
ENSG00000261313	0	0	0	0
ENSG00000262904	17	6	0	2
ENSG00000186187	275	313	855	1013
ENSG00000140873	30	23	0	0
ENSG00000279856	0	0	0	0
ENSG00000283258	0	0	0	0
ENSG00000283457	0	0	0	0
ENSG00000279225	0	0	0	0
ENSG00000237901	0	0	0	0
ENSG00000288568	1	2	2	1
ENSG00000261082	0	0	0	0
ENSG00000103187	10788	8359	6055	6175
ENSG00000261010	0	0	0	0
ENSG00000102978	1606	1567	1288	1485
ENSG00000118900	2854	3068	2344	2666
ENSG00000259864	0	0	0	0
ENSG00000259711	4	7	2	3
ENSG00000261471	1	0	0	0
ENSG00000260237	0	0	0	0
ENSG00000260812	0	0	0	0
ENSG00000280152	56	49	26	31
ENSG00000154102	78	43	55	50
ENSG00000268388	0	0	2	0
ENSG00000275040	0	0	0	0
ENSG00000279378	0	0	0	0
ENSG00000279206	0	0	0	0
ENSG00000261638	0	0	0	0
ENSG00000103241	15	8	2	0
ENSG00000260701	0	0	0	0
ENSG00000166446	11	32	957	826
ENSG00000260064	0	0	0	0
ENSG00000287694	0	0	0	0
ENSG00000260945	0	0	0	0
ENSG00000183793	127	81	9	13
ENSG00000285850	0	0	0	0
ENSG00000261310	0	0	0	0
ENSG00000259725	0	0	0	0
ENSG00000259844	0	0	0	0
ENSG00000260147	0	0	0	0
ENSG00000278739	2	1	2	5
ENSG00000263955	0	0	0	0
ENSG00000278700	0	0	0	0
ENSG00000276641	0	0	0	0
ENSG00000276096	0	0	0	0
ENSG00000222750	0	0	0	0
ENSG00000238685	0	0	0	0
ENSG00000207167	0	0	0	0
ENSG00000265005	0	0	0	0
ENSG00000199929	0	0	0	0
ENSG00000252624	0	0	0	0
ENSG00000251915	0	0	0	0
ENSG00000222170	0	0	0	0
ENSG00000251924	0	0	0	0
ENSG00000252094	0	0	0	0
ENSG00000275909	0	0	0	0
ENSG00000252182	0	0	0	0
ENSG00000253055	0	0	0	0
ENSG00000252647	0	0	0	0
ENSG00000252268	0	0	0	0
ENSG00000251760	0	0	0	0
ENSG00000251717	0	0	0	0
ENSG00000252806	0	0	0	0
ENSG00000252673	0	0	0	0
ENSG00000252587	0	0	0	0
ENSG00000252936	0	0	0	0
ENSG00000276599	0	0	0	0
ENSG00000277004	0	0	0	0
ENSG00000274228	0	0	0	0
ENSG00000200434	0	0	0	0
ENSG00000222207	0	0	0	0
ENSG00000239555	0	0	0	0
ENSG00000200062	0	0	0	0
ENSG00000207441	0	0	0	0
ENSG00000275808	0	0	0	0
ENSG00000201289	0	0	0	0
ENSG00000238731	0	0	0	0
ENSG00000251868	0	0	0	0
ENSG00000199299	0	0	0	0
ENSG00000252101	0	0	0	0
ENSG00000252814	0	0	0	0
ENSG00000201361	0	0	0	0
ENSG00000252022	0	0	0	0
ENSG00000283564	0	0	0	0
ENSG00000266426	0	0	0	0
ENSG00000278598	7	5	0	1
ENSG00000263968	3	0	3	0
ENSG00000199949	0	0	0	0
ENSG00000127564	2396	1935	947	1364
ENSG00000162073	1547	1585	962	1172
ENSG00000274367	1	0	0	0
ENSG00000262152	11	6	3	0
ENSG00000262362	0	0	0	0
ENSG00000272079	26	40	7	39
ENSG00000213937	22	21	8	6
ENSG00000184697	2	5	4	0
ENSG00000131652	945	865	1154	1197
ENSG00000162069	2	0	0	0
ENSG00000205890	0	0	0	0
ENSG00000252561	0	0	0	0
ENSG00000200204	0	0	0	0
ENSG00000130182	0	0	0	0
ENSG00000261889	5	7	0	0
ENSG00000262521	0	0	0	0
ENSG00000203581	0	2	0	0
ENSG00000279330	10	11	0	0
ENSG00000279031	0	0	0	0
ENSG00000140993	554	521	405	527
ENSG00000262899	0	0	0	0
ENSG00000262316	0	0	0	0
ENSG00000168158	0	0	0	0
ENSG00000285329	2	6	0	0
ENSG00000262118	0	0	2	0
ENSG00000263177	0	1	0	0
ENSG00000103343	258	258	291	217
ENSG00000167981	82	90	0	0
ENSG00000122390	1356	1146	823	776
ENSG00000263212	0	0	0	0
ENSG00000273776	0	0	0	0
ENSG00000215131	0	0	0	0
ENSG00000240311	0	0	0	0
ENSG00000103351	505	448	277	255
ENSG00000278942	0	0	0	0
ENSG00000167984	0	0	0	2
ENSG00000262312	2	0	2	1
ENSG00000261938	0	0	0	0
ENSG00000263235	8	10	3	11
ENSG00000126602	6366	5901	2937	2926
ENSG00000276754	0	0	0	0
ENSG00000262471	0	0	0	0
ENSG00000263105	4	0	0	0
ENSG00000185739	4	0	4	0
ENSG00000090447	465	436	534	494
ENSG00000126603	1447	1171	665	657
ENSG00000262686	0	4	0	0
ENSG00000217930	149	114	52	31
ENSG00000262712	48	34	16	42
ENSG00000103426	0	0	0	0
ENSG00000280063	129	155	45	30
ENSG00000262246	76	63	91	93
ENSG00000168140	193	178	699	504
ENSG00000103423	3887	3524	1897	2047
ENSG00000277170	9	1	1	4
ENSG00000277440	1	2	1	0
ENSG00000275515	0	0	0	0
ENSG00000103415	1518	1499	1722	1809
ENSG00000206755	0	0	0	2
ENSG00000281991	0	0	1	0
ENSG00000260899	0	0	1	1
ENSG00000156873	643	696	484	473
ENSG00000196118	369	376	123	145
ENSG00000280211	4	0	0	0
ENSG00000102870	1593	1483	806	867
ENSG00000274848	0	1	0	0
ENSG00000260082	0	0	0	0
ENSG00000274678	0	0	3	2
ENSG00000265991	1	0	0	0
ENSG00000262721	0	0	0	0
ENSG00000211591	0	5	0	0
ENSG00000230447	0	0	0	0
ENSG00000260852	45	35	91	123
ENSG00000261487	0	0	0	0
ENSG00000175938	141	133	194	147
ENSG00000275263	0	3	0	5
ENSG00000279196	15	26	8	10
ENSG00000099377	1912	1982	1724	1523
ENSG00000099365	441	404	17	28
ENSG00000103496	1538	1539	1333	1224
ENSG00000260911	5	0	3	4
ENSG00000232748	2	0	1	2
ENSG00000167394	522	379	412	366
ENSG00000261124	0	0	0	0
ENSG00000167395	1409	1265	1190	1176
ENSG00000255439	0	0	0	0
ENSG00000167397	186	211	62	95
ENSG00000280160	0	4	1	2
ENSG00000103507	2289	2287	1790	1681
ENSG00000103510	908	897	570	640
ENSG00000262766	10	15	4	16
ENSG00000278133	98	109	51	57
ENSG00000261385	0	0	0	0
ENSG00000052344	4	1	2	2
ENSG00000178226	12	6	1	0
ENSG00000263343	0	0	0	0
ENSG00000262366	0	0	0	0
ENSG00000260304	2	6	4	8
ENSG00000260060	8	2	0	3
ENSG00000103490	4	12	156	189
ENSG00000261359	0	0	0	3
ENSG00000263331	0	0	0	0
ENSG00000262983	0	0	0	0
ENSG00000103310	2	0	0	0
ENSG00000175311	0	0	0	0
ENSG00000283421	0	0	0	0
ENSG00000257403	4	3	2	0
ENSG00000158482	11	0	6	0
ENSG00000276548	0	0	0	0
ENSG00000103174	561	553	355	331
ENSG00000260882	0	0	0	0
ENSG00000118894	580	354	281	296
ENSG00000267070	0	0	0	0
ENSG00000285567	0	0	0	0
ENSG00000273963	0	0	0	0
ENSG00000260431	0	0	0	0
ENSG00000261811	0	0	0	0
ENSG00000260817	0	0	0	0
ENSG00000242278	0	0	0	0
ENSG00000267182	0	0	0	0
ENSG00000261007	0	0	0	0
ENSG00000260338	0	0	0	0
ENSG00000273648	0	0	0	0
ENSG00000270440	0	0	0	0
ENSG00000280000	0	0	0	0
ENSG00000257180	0	0	0	0
ENSG00000286635	0	0	0	0
ENSG00000260835	0	0	0	0
ENSG00000278975	0	0	0	0
ENSG00000259963	0	0	0	0
ENSG00000252080	0	0	0	0
ENSG00000200869	0	0	0	0
ENSG00000212189	0	0	0	0
ENSG00000240419	0	0	0	0
ENSG00000283584	0	0	0	0
ENSG00000261198	0	0	0	0
ENSG00000252138	0	0	0	0
ENSG00000102891	0	0	0	0
ENSG00000125148	6813	6827	13003	4502
ENSG00000260823	0	0	25	13
ENSG00000169715	624	537	1982	624
ENSG00000205364	13	5	0	0
ENSG00000205362	2	1	23	41
ENSG00000205360	0	0	0	0
ENSG00000259923	0	0	0	0
ENSG00000169688	0	0	0	0
ENSG00000198417	89	64	9	17
ENSG00000187193	48	58	41	22
ENSG00000259827	0	0	0	0
ENSG00000261429	0	0	0	0
ENSG00000103316	34	31	2	0
ENSG00000140749	0	0	0	0
ENSG00000207248	0	1	0	0
ENSG00000207042	0	0	0	0
ENSG00000260306	0	0	2	0
ENSG00000276721	0	0	0	0
ENSG00000140740	5988	5983	2589	2668
ENSG00000260395	0	0	0	0
ENSG00000275445	3	1	3	2
ENSG00000260452	0	0	0	4
ENSG00000200652	0	0	0	0
ENSG00000200138	0	0	0	0
ENSG00000250982	0	0	0	0
ENSG00000283662	0	0	0	0
ENSG00000188322	123	119	8	17
ENSG00000246465	65	56	0	2
ENSG00000271623	0	0	0	0
ENSG00000275429	0	0	0	0
ENSG00000261089	0	0	0	0
ENSG00000275654	0	0	0	0
ENSG00000270118	0	0	0	0
ENSG00000261832	0	0	2	1
ENSG00000197272	0	0	0	0
ENSG00000271495	0	0	0	0
ENSG00000176476	600	512	274	277
ENSG00000278665	2	0	0	0
ENSG00000278725	1	0	0	3
ENSG00000285020	0	0	0	0
ENSG00000261419	0	0	0	0
ENSG00000259982	0	0	0	0
ENSG00000278340	0	0	0	0
ENSG00000270424	0	0	0	0
ENSG00000278528	0	0	0	0
ENSG00000251417	1	2	15	16
ENSG00000240634	0	0	0	0
ENSG00000260796	1	1	0	0
ENSG00000275807	13	12	0	0
ENSG00000260570	2	2	0	2
ENSG00000178952	7152	6596	3668	3759
ENSG00000283845	0	0	0	0
ENSG00000261766	8	5	2	4
ENSG00000252461	0	0	1	0
ENSG00000177548	384	360	473	396
ENSG00000177455	0	0	0	0
ENSG00000260853	2	0	0	0
ENSG00000284541	0	0	0	0
ENSG00000260367	0	2	2	0
ENSG00000169682	13	32	12	10
ENSG00000261067	16	17	5	9
ENSG00000261552	0	0	0	0
ENSG00000103472	0	0	0	0
ENSG00000284671	0	0	0	0
ENSG00000260517	0	0	0	0
ENSG00000279106	0	0	0	0
ENSG00000259807	0	0	0	0
ENSG00000273582	2	0	0	0
ENSG00000260953	80	46	0	1
ENSG00000277999	5	6	0	0
ENSG00000198106	0	0	0	0
ENSG00000260413	0	0	0	0
ENSG00000278078	0	0	0	0
ENSG00000254634	12	21	7	6
ENSG00000260335	0	0	0	0
ENSG00000260280	3	0	0	0
ENSG00000257691	0	0	0	0
ENSG00000257506	0	0	0	0
ENSG00000277191	0	0	0	0
ENSG00000279583	3	2	5	0
ENSG00000266758	0	1	0	0
ENSG00000260133	0	0	0	0
ENSG00000260514	0	0	0	0
ENSG00000197471	0	0	1	7
ENSG00000288632	6	6	4	2
ENSG00000205534	56	91	23	48
ENSG00000260727	0	0	0	0
ENSG00000149930	2419	2718	2187	2443
ENSG00000149929	902	910	712	809
ENSG00000169592	2427	2302	988	973
ENSG00000149927	61	46	199	114
ENSG00000274904	4	1	1	1
ENSG00000149923	3324	3170	2859	2715
ENSG00000090238	219	212	570	388
ENSG00000102886	36	52	63	47
ENSG00000261367	0	0	0	0
ENSG00000275371	1	0	0	3
ENSG00000102882	1952	1809	1569	1508
ENSG00000261416	0	0	4	0
ENSG00000169627	5	7	4	2
ENSG00000213599	2	0	0	0
ENSG00000261444	0	0	0	0
ENSG00000261203	0	0	0	0
ENSG00000273724	0	0	0	0
ENSG00000169217	3527	3543	2005	1969
ENSG00000169221	1876	1739	1575	1723
ENSG00000274653	5	8	6	4
ENSG00000180269	0	0	0	0
ENSG00000132207	1	0	0	1
ENSG00000213648	0	0	2	0
ENSG00000198848	1	0	2	0
ENSG00000090863	6245	6294	5693	5736
ENSG00000260456	45	42	22	24
ENSG00000186260	1017	1255	606	850
ENSG00000205609	274	256	87	474
ENSG00000225614	1629	1200	0	0
ENSG00000184110	1789	4644	513	1366
ENSG00000007541	1116	960	771	766
ENSG00000196296	32	42	62	41
ENSG00000089280	16738	18379	11788	14349
ENSG00000205358	0	0	0	0
ENSG00000087250	2	4	0	0
ENSG00000185615	3	6	0	0
ENSG00000006327	2658	2438	2678	2348
ENSG00000103145	990	932	1079	976
